WKT;ID;LENGTH;DIR;LONGITUD;TIPO;MODE;NAME;AB_CARRIL;BA_CARRIL;AB_CAP;BA_CAP;AB_VEL;BA_VEL;AB_ALPHA;BA_ALPHA;AB_BETA;BA_BETA;AB_CAPAC;BA_CAPAC;AB_PRELOAD;BA_PRELOAD;AB_PRELOA1;BA_PRELOA1;AB_PRELOA2;BA_PRELOA2;AB_TMPPRV_;BA_TMPPRV_;AB_TMPPRVA;BA_TMPPRVA;AB_VELPRVA;BA_VELPRVA;AB_TMPPEAT;BA_TMPPEAT;AB_TMMETRO;BA_TMMETRO;AB_TMTREN;BA_TMTREN;AB_TMBUS;BA_TMBUS;MAXBUSSP;Y12;Y20;Y30
LINESTRING (-77.045834 -12.05895,-77.047088 -12.058551);4430;0.14;0;0.14;1;;Arica;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;832.89;1003.47;300.51;692.62;871.42;1073.3;0.19;0.19;0.21;0.23;39.74;32.49;2.15;2.15;;;0.25;0.25;0.34;0.34;25;1;1;1
LINESTRING (-77.045834 -12.05895,-77.045845 -12.058416);4431;0.06;1;0.06;5;;General Varela;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;68.13;;47.32;;47.32;0;0.14;0.14;0.14;;25;;0.89;0.89;;;0.1;0.1;0.18;;20;1;1;1
LINESTRING (-77.047088 -12.058551,-77.050642 -12.062721);4433;0.6;0;0.6;5;;Jorge Chavez;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;722.03;;66.13;;119.44;0;1.45;1.45;1.48;1.45;24.89;25;9.03;9.03;;;1.03;1.03;1.81;1.81;20;1;1;1
LINESTRING (-77.043195 -12.056344,-77.043053 -12.058179);4438;0.2;1;0.2;5;;Iquique;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.49;0.49;0.49;;25;;3.05;3.05;;;0.35;0.35;0.61;;20;1;1;1
LINESTRING (-77.039034 -12.060057,-77.039207 -12.058011);4444;0.23;1;0.23;5;;Washington;3;3;840;840;30;30;0.5;0.5;3.7;3.7;2520;2520;90.13;;38.45;;102.61;0;0.55;0.55;0.55;;25;;3.41;3.41;;;0.39;0.39;0.68;;20;1;1;1
LINESTRING (-77.038041 -12.057918,-77.03785 -12.059957);4447;0.23;0;0.23;2;;Inca Garcilazo De La Vega;4;4;960;960;45;45;0.8;0.8;3.68;3.68;3840;3840;1083.21;678.01;604.31;412.67;961.04;577.46;0.3;0.3;0.38;0.38;27.3;29.56;3.4;3.4;;;0.39;0.39;0.54;0.54;25;1;1;1
LINESTRING (-77.028533 -12.057643,-77.028385 -12.058901);4453;0.14;1;0.14;5;;Ayacucho;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.34;0.34;0.34;;25;;2.1;2.1;;;0.24;0.24;0.42;;20;1;1;1
LINESTRING (-77.067905 -12.041077,-77.074775 -12.041766);4458;0.75;0;0.75;5;;Materiales;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;3.52;23.73;2.67;13.08;2.67;13.08;1.8;1.8;1.8;1.8;25;25;11.28;11.28;;;1.29;1.29;2.26;2.26;20;1;1;1
LINESTRING (-77.080886 -12.055969,-77.08001 -12.056861,-77.079637 -12.057834,-77.079145 -12.060118);4464;0.51;0;0.51;1;101;Universitaria;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;642.34;995.69;287.58;426.47;653.04;657.55;0.68;0.68;0.92;0.77;33.58;43.62;7.66;7.66;;;0.88;0.88;1.23;1.23;25;1;1;1
LINESTRING (-77.068436 -12.05792,-77.072924 -12.058874);4470;0.5;0;0.5;1;;Venezuela;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;488.41;524.15;135.67;258.22;654.6;715.2;0.67;0.67;0.67;0.67;44.58;44.64;7.5;7.5;;;0.86;0.86;1.2;1.2;25;1;1;1
LINESTRING (-76.968965 -12.056746,-76.968287 -12.056463,-76.968154 -12.056334);10192;0.1;1;0.1;4;;Nicolas Ayllon;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;1724.88;;1010.55;;1252.95;0;0.13;0.13;0.44;;18.2;;1.51;1.51;;;0.17;0.17;0.44;;25;1;1;1
LINESTRING (-77.077421 -12.059829,-77.077584 -12.059066,-77.07796 -12.05753,-77.078161 -12.056151,-77.078121 -12.055561,-77.077852 -12.054865,-77.077718 -12.054419);10143;0.61;0;0.61;5;;;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;1.47;1.47;1.47;1.47;25;25;9.22;9.22;;;1.05;1.05;1.84;1.84;20;1;1;1
LINESTRING (-77.077752 -12.068574,-77.075021 -12.067895,-77.073676 -12.067869);4476;0.45;0;0.45;2;;Mariano Cornejo;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;58.96;1401.38;46.58;141.78;125.28;141.78;0.6;0.6;0.61;0.79;29.99;30;6.8;6.8;;;0.78;0.78;1.09;1.09;25;1;1;1
LINESTRING (-77.052177 -12.057105,-77.056169 -12.061716);4488;0.67;1;0.67;5;;Napo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;317.17;;84.09;;84.09;0;1.61;1.61;1.61;;25;;10.05;10.05;;;1.15;1.15;2.01;;20;1;1;1
LINESTRING (-77.058192 -12.060023,-77.054969 -12.05627);4493;0.54;1;0.54;5;;Chamaya;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;64.05;;60.53;;67.59;0;1.3;1.3;1.3;;24.9;;8.15;8.15;;;0.93;0.93;1.63;;20;1;1;1
LINESTRING (-77.0581 -12.057857,-77.058408 -12.058633,-77.058614 -12.0597);4495;0.21;0;0.21;2;;Tingo Maria;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;995.12;470.17;607.19;384.35;607.19;384.35;0.28;0.28;0.38;0.32;28.95;29.94;3.18;3.18;;;0.36;0.36;0.51;0.51;25;1;1;1
LINESTRING (-77.077468 -12.037488,-77.075837 -12.037179,-77.074006 -12.036835,-77.073013 -12.036658,-77.07219 -12.036567,-77.070276 -12.036492,-77.068181 -12.036425,-77.066116 -12.036351);4499;1.25;1;1.25;5;;Juan Crespo Y Castillo;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;2.99;2.99;2.99;;25;;18.69;18.69;;;2.14;2.14;3.74;;20;1;1;1
LINESTRING (-77.066116 -12.036351,-77.072248 -12.035901);4503;0.67;0;0.63;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.34;1.34;1.34;1.34;4;4;10.04;10.04;;;;;;;;1;1;1
LINESTRING (-77.069352 -12.093996,-77.070795 -12.095741);4504;0.25;0;0.25;1;;Brasil;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;268.66;150.86;155.43;99.87;225.6;120.44;0.33;0.33;0.33;0.34;44.53;43.96;3.73;3.73;;;0.43;0.43;0.6;0.6;25;1;1;1
LINESTRING (-77.069352 -12.093996,-77.069417 -12.094006,-77.070793 -12.095679,-77.070795 -12.095741);4505;0.25;1;0.25;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.34;0.34;0.34;;45;;3.78;3.78;;;0.43;0.43;0.76;;20;1;1;1
LINESTRING (-77.069352 -12.093996,-77.071057 -12.093387);4506;0.2;0;0.2;5;;Miguel Grau;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;1163.06;45.45;339.72;14.57;339.72;14.57;0.47;0.47;0.53;0.47;24.94;25;2.96;2.96;;;0.34;0.34;0.59;0.59;20;1;1;1
LINESTRING (-77.070795 -12.095741,-77.070721 -12.09572,-77.069321 -12.094047,-77.069352 -12.093996);4510;0.25;1;0.25;5;;Brasil (Aux);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;191.17;;103.95;;103.95;0;0.34;0.34;0.34;;44.99;;3.82;3.82;;;0.44;0.44;0.76;;20;1;1;1
LINESTRING (-77.075676 -12.070912,-77.073359 -12.071415,-77.071164 -12.071918,-77.070019 -12.072148,-77.068857 -12.072277);4514;0.76;0;0.76;2;;Simon Bolivar;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;420.41;587.91;269.46;344.66;410.61;460.75;1.01;1.01;1.05;1.03;29.64;29.9;11.37;11.37;;;1.3;1.3;1.82;1.82;25;1;1;1
LINESTRING (-77.121561 -12.058257,-77.126766 -12.058904);4524;0.57;0;0.57;1;;Oscar R. Benavides;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;177.7;149.52;163.06;144.02;191.82;190.05;0.76;0.76;0.82;0.76;42.2;44.98;8.57;8.57;;;0.98;0.98;1.37;1.37;25;1;1;1
LINESTRING (-77.121398 -12.058523,-77.121391 -12.058533,-77.121361 -12.058615,-77.121277 -12.058977,-77.12127 -12.059004,-77.121254 -12.059086,-77.121246 -12.059113,-77.121246 -12.059141,-77.121238 -12.059158,-77.121238 -12.059186,-77.12123 -12.059213,-77.12123 -12.05924,-77.121223 -12.059268,-77.121223 -12.059293,-77.121215 -12.05932,-77.121215 -12.059348,-77.121215 -12.059375,-77.121209 -12.059402,-77.121209 -12.05943,-77.121209 -12.059457,-77.121209 -12.059484,-77.121201 -12.059512,-77.121201 -12.059537,-77.121201 -12.059564,-77.121201 -12.059592,-77.121201 -12.059619,-77.121193 -12.059646,-77.121193 -12.059674,-77.121193 -12.059701,-77.121193 -12.059729,-77.121193 -12.059756,-77.121193 -12.059781,-77.121193 -12.059828,-77.121201 -12.060045,-77.121201 -12.06007,-77.121201 -12.060098,-77.121201 -12.060125,-77.121209 -12.060152,-77.121209 -12.06018,-77.121209 -12.060207,-77.121215 -12.060234,-77.121215 -12.060262,-77.121215 -12.060287,-77.121223 -12.060314,-77.121254 -12.060551,-77.121307 -12.060848,-77.121322 -12.060902,-77.12133 -12.06093,-77.121346 -12.060975,-77.121369 -12.061072,-77.121582 -12.061641,-77.121598 -12.061668,-77.121605 -12.061686,-77.121627 -12.06173,-77.12165 -12.061775,-77.121666 -12.061803,-77.121674 -12.06183,-77.121689 -12.061848,-77.121697 -12.061875,-77.121711 -12.061902,-77.121727 -12.06192,-77.121734 -12.061947,-77.12175 -12.061975,-77.121766 -12.061992,-77.121773 -12.06202,-77.121787 -12.062047,-77.121803 -12.062064,-77.121818 -12.062092,-77.121834 -12.062117,-77.121842 -12.062137,-77.121857 -12.062162,-77.121871 -12.062182,-77.122094 -12.062496,-77.122109 -12.062514,-77.122123 -12.062541,-77.122139 -12.062559,-77.122162 -12.062586,-77.12252 -12.06299);4529;0.54;0;0.54;1;;Los Topacios;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;7.25;13.4;5.34;13.37;5.34;15.09;0.72;0.72;0.72;0.72;44.67;44.98;8.05;8.05;;;0.92;0.92;1.29;1.29;25;1;1;1
LINESTRING (-77.121398 -12.058523,-77.12705 -12.059671);4530;0.63;-1;0.63;5;;Almirante Miguel Grau;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.84;0.84;;0.84;;45;9.43;9.43;;;1.08;1.08;;1.89;20;1;1;1
LINESTRING (-77.118928 -12.060534,-77.117679 -12.05751);14354;0.36;0;0.41;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.72;0.72;0.72;0.72;4;4;5.42;5.42;;;;;;;;1;1;1
LINESTRING (-77.132372 -12.059496,-77.132703 -12.057967);4535;0.17;0;0.17;2;;Republica De Panama;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;53.77;4.73;21.44;4.71;21.44;6.16;0.23;0.23;0.23;0.23;30;30;2.59;2.59;;;0.3;0.3;0.42;0.42;25;1;1;1
LINESTRING (-77.136643 -12.057916,-77.137154 -12.058853);4541;0.12;1;0.12;5;;Arequipa (Norte);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.28;0.28;0.28;;25;;1.76;1.76;;;0.2;0.2;0.35;;20;1;1;1
LINESTRING (-77.136643 -12.057916,-77.135533 -12.058785);4542;0.15;0;0.15;5;;Ayacucho;1;1;840;840;30;30;0.5;0.5;3.7;3.7;840;840;;;;;0;0;0.31;0.31;0.31;0.31;30;30;2.32;2.32;;;0.26;0.26;0.46;0.46;20;1;1;1
LINESTRING (-77.142953 -12.061009,-77.142545 -12.057322);4551;0.41;0;0.41;2;;2 De Mayo;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;468.74;415.23;445.51;342.4;516.92;514.48;0.55;0.55;0.55;0.55;44.89;44.09;6.15;6.15;;;0.7;0.7;0.98;0.98;25;1;1;1
LINESTRING (-77.148182 -12.059672,-77.146982 -12.059133,-77.145982 -12.058523,-77.145305 -12.05796,-77.144653 -12.057153);4556;0.48;0;0.48;2;;Manco Capac;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;;;;46.46;0;0.64;0.64;0.64;0.64;30;30;3.72;3.72;;;0.83;0.83;1.16;1.16;25;1;1;1
LINESTRING (-77.070289 -12.081992,-77.071662 -12.085627);4560;0.43;0;0.43;5;;Mariscal Ramon Castilla (Prl);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;59.74;;28;0;28;1.03;1.03;1.03;1.03;25;25;6.43;6.43;;;0.74;0.74;1.29;1.29;20;1;1;1
LINESTRING (-77.070289 -12.081992,-77.073125 -12.080964);4561;0.33;0;0.33;1;;La Marina;4;4;1200;1200;45;45;0.8;0.8;3.68;3.68;4800;4800;812.33;1030.55;289.36;462.22;1005.65;1193.67;0.44;0.44;0.45;0.48;42.2;39.23;4.94;4.94;;;0.56;0.56;0.79;0.79;25;1;1;1
LINESTRING (-77.071662 -12.085627,-77.068605 -12.086768);4565;0.36;0;0.36;5;;28 De Julio;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.85;0.85;0.85;0.85;25;25;5.34;5.34;;;0.61;0.61;1.07;1.07;20;1;1;1
LINESTRING (-77.070263 -12.088117,-77.071282 -12.087717);4569;0.12;0;0.12;2;;Rodrigo de Mazuelos;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;32.69;;26.73;0;26.73;0.16;0.16;0.16;0.16;30;29.97;1.79;1.79;;;0.2;0.2;0.29;0.29;25;1;1;1
LINESTRING (-77.070263 -12.088117,-77.070617 -12.089104);4570;0.12;0;0.12;5;;Tacna;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;5.19;;2;0;2;0.28;0.28;0.28;0.28;25;25;1.74;1.74;;;0.2;0.2;0.35;0.35;20;1;1;1
LINESTRING (-77.070055 -12.090713,-77.070681 -12.09239);4575;0.2;0;0.2;2;;Antonio Jose De Sucre;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;913.88;656.49;566.23;343.5;566.23;343.5;0.26;0.26;0.29;0.29;29.21;29.32;2.96;2.96;;;0.34;0.34;0.47;0.47;25;1;1;1
LINESTRING (-77.066334 -12.093071,-77.069352 -12.093996);13532;0.34;0;0.52;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.69;0.69;0.69;0.69;4;4;5.16;5.16;;;;;;;;1;1;1
LINESTRING (-77.070681 -12.09239,-77.069717 -12.092729);4578;0.11;0;0.11;5;;Libertad;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;240.86;;110.05;;110.05;0;0.27;0.27;0.27;0.27;24.68;25;1.67;1.67;;;0.19;0.19;0.33;0.33;20;1;1;1
LINESTRING (-77.070617 -12.089104,-77.0696 -12.089488);4582;0.12;0;0.12;2;;Cuzco;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;210.47;;131.67;0;141.8;0.16;0.16;0.16;0.16;30;29.96;1.78;1.78;;;0.2;0.2;0.28;0.28;25;1;1;1
LINESTRING (-77.09775 -12.055891,-77.097575 -12.057631);4590;0.19;0;0.19;1;;Elmer Faucett;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;794;471.05;500.48;303.64;664.87;519.31;0.26;0.26;0.47;0.34;15.93;31.36;3.79;3.79;;;0.33;0.33;0.47;0.46;25;1;1;1
LINESTRING (-77.095749 -12.071397,-77.094225 -12.069856);13811;0.24;0;0.35;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.48;0.48;0.48;0.48;4;4;3.57;3.57;;;;;;;;1;1;1
LINESTRING (-77.084739 -12.090852,-77.083548 -12.091558,-77.083433 -12.091671,-77.083446 -12.09179,-77.083517 -12.091876,-77.083636 -12.091886,-77.083779 -12.09182,-77.08441 -12.091425,-77.084952 -12.091173,-77.085137 -12.091151,-77.0852 -12.091163,-77.085262 -12.09124);4596;0.41;0;0.41;1;;Circuito De Playas;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;;;;;0;0;0.31;0.31;0.31;0.32;79.31;;;;;;0.7;0.7;0.98;0.98;25;1;1;1
LINESTRING (-77.067005 -12.101356,-77.067303 -12.101041,-77.06768 -12.100806,-77.068232 -12.100534,-77.069006 -12.10016,-77.069753 -12.099813,-77.0702 -12.09933,-77.070854 -12.099021,-77.071084 -12.098871,-77.071635 -12.098414,-77.071894 -12.097991,-77.071961 -12.097914,-77.072224 -12.097694,-77.07248 -12.097492,-77.072538 -12.097413,-77.072542 -12.09738,-77.072529 -12.097317,-77.072383 -12.096933);4598;0.81;0;0.81;1;;Bajada Circuito De Playas;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;;;;;0;0;1.08;1.08;1.13;1.09;36.69;44.65;12.19;12.19;;;1.39;1.39;1.95;1.95;25;1;1;1
LINESTRING (-77.070972 -12.086756,-77.068875 -12.087506);4600;0.24;0;0.24;5;;Ayacucho (Puente Y Cortez);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;106.89;;4.2;0;4.2;0.58;0.58;0.58;0.58;25;25;3.64;3.64;;;0.42;0.42;0.73;0.73;20;1;1;1
LINESTRING (-77.125518 -12.060792,-77.125768 -12.060847,-77.127944 -12.059164,-77.130871 -12.057429,-77.130931 -12.057179);4607;0.73;0;0.73;1;;Guardia Chalaca;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;31.96;28.26;15.47;11.73;16.08;11.73;0.97;0.97;0.97;0.97;45;45;10.94;10.94;;;1.25;1.25;1.75;1.75;25;1;1;1
LINESTRING (-77.056057 -11.86214,-77.050842 -11.86051,-77.04846 -11.859763,-77.045985 -11.859016,-77.045038 -11.858687,-77.043022 -11.857969,-77.037188 -11.854243);10622;2.25;0;2.25;5;;Jose Saco Rojas;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;9.83;30.23;7.01;23.15;7.01;23.15;5.4;5.4;5.42;5.44;24.86;24.76;33.77;33.77;;;3.86;3.86;6.75;6.75;20;1;1;1
LINESTRING (-77.139839 -12.058619,-77.139679 -12.060314);4616;0.19;1;0.19;5;;Puno;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.45;0.45;0.45;;25;;2.82;2.82;;;0.32;0.32;0.56;;20;1;1;1
LINESTRING (-77.071334 -12.097299,-77.062332 -12.100453);4618;1.04;0;1.04;1;;Del Ejercito (Augusto Perez Aranibar;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;293.7;346.53;178.25;175.97;305.45;286.86;1.39;1.39;1.39;1.39;44.74;44.81;15.6;15.6;;;1.78;1.78;2.5;2.5;25;1;1;1
LINESTRING (-77.070776 -12.054748,-77.069305 -12.054629);4625;0.16;0;0.16;5;;Reynaldo Saavedra Pinon;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;175.77;105.16;148.68;25.41;163.45;140.69;0.39;0.39;0.39;0.39;24.9;24.98;2.41;2.41;;;0.28;0.28;0.48;0.48;20;1;1;1
LINESTRING (-77.134255 -12.059106,-77.133493 -12.058169);4628;0.13;0;0.13;5;;La Paz;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.32;0.32;0.32;0.32;25;25;1.99;1.99;;;0.23;0.23;0.4;0.4;20;1;1;1
LINESTRING (-77.13852 -12.058734,-77.139839 -12.058619);4631;0.14;1;0.14;5;;Montezuma;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.35;0.35;0.35;;25;;2.16;2.16;;;0.25;0.25;0.43;;20;1;1;1
LINESTRING (-77.110648 -12.057756,-77.110312 -12.059385);4633;0.18;0;0.18;5;;Calle 7;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;5.16;9.49;0.44;0.44;0.44;0.44;25;25;2.76;2.76;;;0.32;0.32;0.55;0.55;20;1;1;1
LINESTRING (-77.074061 -12.076264,-77.065392 -12.078955);4637;0.99;0;0.99;2;;Mariscal Jose La Mar;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;299.71;109.42;146.99;65.25;146.99;75.26;1.32;1.32;1.45;1.33;29.89;30;14.84;14.84;;;1.7;1.7;2.38;2.38;25;1;1;1
LINESTRING (-77.074061 -12.076264,-77.068183 -12.075606);4638;0.64;0;0.55;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.29;1.29;1.29;1.29;4;4;9.66;9.66;;;;;;;;1;1;1
LINESTRING (-77.128246 -12.058793,-77.130477 -12.057458);4646;0.28;0;0.28;1;;Guardia Chalaca;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;147.92;105.43;47.57;56.69;47.57;56.69;0.38;0.38;0.38;0.38;44.92;44.94;4.26;4.26;;;0.49;0.49;0.68;0.68;25;1;1;1
LINESTRING (-77.128246 -12.058793,-77.128981 -12.055797);4647;0.34;0;0.34;5;;Federico Fernandini;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;62.29;53.6;51.67;51.3;51.67;51.3;0.82;0.82;0.82;0.82;25;25;5.11;5.11;;;0.58;0.58;1.02;1.02;20;1;1;1
LINESTRING (-77.105501 -12.056669,-77.104937 -12.059631);4651;0.33;0;0.33;2;;Los Insurgentes;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;568.19;391.38;212.59;190.38;212.59;190.38;0.44;0.44;0.45;0.45;29.98;30;5;5;;;0.57;0.57;0.8;0.8;25;1;1;1
LINESTRING (-77.101623 -12.057423,-77.097107 -12.062498);14180;0.75;0;0.56;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.49;1.49;1.49;1.49;4;4;11.19;11.19;;;;;;;;1;1;1
LINESTRING (-77.141336 -12.059809,-77.141311 -12.058262,-77.141192 -12.057915);4660;0.21;1;0.21;2;;Zepita;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;;;;;0;0;0.28;0.28;0.28;;30;;3.15;3.15;;;0.36;0.36;0.51;;25;1;1;1
LINESTRING (-77.108019 -12.060026,-77.107496 -12.058834,-77.107359 -12.058412,-77.107314 -12.057901,-77.107322 -12.057049);4661;0.34;0;0.34;2;;Avenida 2;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;247.44;224.78;184.82;37.37;184.82;37.37;0.46;0.46;0.46;0.46;30;30;5.15;5.15;;;0.59;0.59;0.82;0.82;25;1;1;1
LINESTRING (-77.115917 -12.060781,-77.11461 -12.058886);4665;0.25;0;0.25;2;;Juan Pablo II;2;2;960;960;45;45;0.8;0.8;3.68;3.68;1920;1920;92.1;238.48;72.2;200.44;200.58;212.37;0.34;0.34;0.34;0.34;44.62;42.37;3.8;3.8;;;0.43;0.43;0.61;0.61;25;1;1;1
LINESTRING (-77.052806 -12.061717,-77.052727 -12.060439,-77.052665 -12.060081,-77.052473 -12.059693,-77.051741 -12.057328,-77.051741 -12.057126);4673;0.53;0;0.53;2;;Aguarico;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;5.21;;1.05;51.51;4.55;1.26;1.26;1.26;1.26;24.86;24.95;7.88;7.88;;;0.9;0.9;1.58;1.58;20;1;1;1
LINESTRING (-77.135533 -12.058785,-77.134446 -12.057416);4677;0.19;0;0.19;5;;Tacna (Norte);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.46;0.46;0.46;0.46;25;25;2.88;2.88;;;0.33;0.33;0.58;0.58;20;1;1;1
LINESTRING (-77.101623 -12.057423,-77.099617 -12.053803);4691;0.46;0;0.56;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.91;0.91;0.91;0.91;4;4;6.84;6.84;;;;;;;;1;1;1
LINESTRING (-77.13197 -12.05506,-77.133567 -12.051651);14141;0.42;0;0.52;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.83;0.83;0.83;0.83;4;4;6.23;6.23;;;;;;;;1;1;1
LINESTRING (-77.063012 -12.061545,-77.06385 -12.056963);13113;0.52;0;0.45;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.03;1.03;1.03;1.03;4;4;7.73;7.73;;;;;;;;1;1;1
LINESTRING (-76.96547 -12.061356,-76.968154 -12.056334);13556;0.63;0;0.6;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.26;1.26;1.26;1.26;4;4;9.42;9.42;;;;;;;;1;1;1
LINESTRING (-77.145654 -12.054512,-77.148631 -12.059745);4708;0.66;0;0.46;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;1.33;1.33;1.33;1.33;4;4;9.95;9.95;;;;;;;;1;1;1
LINESTRING (-77.071444 -12.08989,-77.071698 -12.092025);13530;0.24;0;0.3;99;100;Conector;1;1;99999;99999;4;4;0;0;2;2;99999;99999;0;0;0;0;;;0.48;0.48;0.48;0.48;4;4;3.57;3.57;;;;;;;;1;1;1
LINESTRING (-77.021387 -12.060792,-77.021748 -12.058051);9276;0.31;1;0.31;5;;Cangallo (Prol);2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;78.46;;58.79;;104.41;0;0.73;0.73;0.73;;25;;4.59;4.59;;;0.52;0.52;0.92;;20;1;1;1
LINESTRING (-77.137154 -12.058853,-77.135689 -12.058985);4546;0.16;0;0.16;5;;Montezuma;2;2;840;840;30;30;0.5;0.5;3.7;3.7;1680;1680;;;;;0;0;0.38;0.38;0.38;0.38;25;25;2.4;2.4;;;0.27;0.27;0.48;0.48;20;1;1;1
LINESTRING (-77.136642 -12.061851,-77.135332 -12.061509);4720;0.15;0;0.15;1;;Almirante Miguel Grau;2;2;1200;1200;45;45;0.8;0.8;3.68;3.68;2400;2400;807.68;;768.41;;963.36;0;0.2;0.2;0.2;0.2;44.42;44.97;2.21;2.21;;;0.25;0.25;0.35;0.35;25;1;1;1
LINESTRING (-77.134547 -12.059749,-77.136939 -12.060123);4726;0.26;1;0.26;1;;Saenz Penha;3;3;1200;1200;45;45;0.8;0.8;3.68;3.68;3600;3600;2.96;;2.95;;6.77;0;0.35;0.35;0.35;;45;;3.96;3.96;;;0.45;0.45;0.63;;25;1;1;1
LINESTRING (-77.133998 -12.060819,-77.136785 -12.061236);4731;0.31;1;0.31;2;;Colon;3;3;960;960;45;45;0.8;0.8;3.68;3.68;2880;2880;395.2;;383.95;;509.03;0;0.41;0.41;0.41;;29.99;;4.6;4.6;;;0.53;0.53;0.74;;25;1;1;1
